InvoiceNo,CustomerID,StockCode,Quantity,UnitPrice,InvoiceDate
486486,10193,D400,11,78.56,2023-09-24
481116,10136,A100,1,56.02,2023-05-19
508624,10103,B200,4,68.9,2023-06-22
237541,10235,F600,10,143.63,2023-04-15
602237,10089,D400,1,24.22,2023-08-31
387644,10025,C300,11,4.5,2023-04-30
503082,10215,E500,14,102.64,2023-08-03
107099,10099,G700,15,118.11,2023-11-11
633884,10111,F600,15,125.15,2023-11-06
172240,10176,F600,15,94.05,2023-07-30
402929,10215,A100,13,69.43,2023-06-06
840674,10223,G700,17,64.63,2023-07-27
959877,10222,G700,17,57.74,2023-02-04
834803,10236,F600,7,101.87,2023-03-27
914299,10202,D400,14,95.13,2023-07-27
567281,10156,D400,4,29.7,2023-05-26
275006,10206,F600,17,38.37,2023-02-07
517978,10070,A100,19,5.31,2023-02-01
830399,10093,E500,2,147.21,2023-05-26
541048,10204,A100,19,20.71,2023-04-28
408474,10199,B200,3,31.96,2023-07-25
751824,10243,C300,18,73.6,2023-09-03
713712,10247,F600,8,117.21,2023-06-09
318967,10009,E500,13,89.87,2023-12-16
237848,10191,G700,19,139.3,2023-12-10
321552,10173,G700,14,89.08,2023-08-04
617200,10029,E500,6,106.94,2023-05-01
602175,10193,A100,16,116.75,2023-10-17
365976,10088,E500,15,95.3,2023-08-03
157545,10106,G700,10,72.35,2023-06-03
371733,10083,D400,18,56.47,2023-11-15
720253,10048,G700,14,96.48,2023-07-17
205878,10021,E500,3,47.16,2023-03-29
428768,10060,D400,9,121.19,2023-01-29
289167,10246,A100,8,149.97,2023-02-01
909343,10088,F600,2,120.28,2023-11-02
375049,10024,C300,8,4.01,2023-09-13
320935,10185,C300,3,93.98,2023-09-23
867669,10230,B200,10,37.82,2023-10-02
863935,10234,G700,13,73.44,2023-09-27
854981,10143,D400,6,130.96,2023-08-10
929203,10166,E500,10,40.01,2023-01-14
970678,10168,F600,17,85.1,2023-05-06
778843,10186,B200,1,72.02,2023-11-08
903328,10180,C300,4,135.55,2023-03-30
964909,10209,C300,6,62.49,2023-07-11
192601,10136,F600,5,100.29,2023-03-05
386100,10247,G700,13,123.69,2023-06-28
537043,10082,B200,17,131.05,2023-01-23
207967,10212,E500,1,26.0,2023-07-10
154722,10176,A100,18,61.41,2023-03-26
484096,10146,B200,19,92.69,2023-02-26
692632,10001,E500,5,55.43,2023-11-14
110651,10059,G700,17,94.38,2023-02-25
262696,10098,A100,2,50.11,2023-03-30
417428,10205,B200,5,149.76,2023-02-14
450988,10102,G700,7,49.07,2023-11-29
209556,10078,E500,7,94.19,2023-02-04
182867,10128,B200,13,36.39,2023-12-03
850704,10234,D400,11,45.06,2023-12-09
131673,10115,E500,2,14.82,2023-03-15
782347,10178,A100,9,68.7,2023-01-09
909178,10159,D400,5,97.29,2023-10-02
278446,10164,F600,6,44.83,2023-01-15
362678,10100,F600,15,140.01,2023-08-17
632465,10241,B200,17,24.92,2023-05-31
223728,10086,C300,9,98.63,2023-03-26
737199,10016,A100,3,40.53,2023-07-15
816046,10052,B200,8,65.28,2023-03-25
542939,10131,E500,9,7.87,2023-09-05
212356,10007,D400,4,74.49,2023-10-15
998704,10171,C300,12,96.33,2023-02-14
627409,10175,G700,9,129.62,2023-11-24
758681,10034,D400,6,42.55,2023-09-26
398530,10085,B200,15,50.29,2023-01-09
374336,10144,C300,2,139.52,2023-01-03
427231,10046,C300,11,3.55,2023-06-10
640302,10016,B200,6,44.37,2023-04-26
765418,10079,F600,19,73.94,2023-06-25
473145,10190,F600,14,148.52,2023-12-29
963403,10054,G700,16,62.68,2023-03-01
607732,10153,A100,12,97.46,2023-08-20
502690,10209,G700,6,90.38,2023-01-07
678110,10120,B200,10,52.47,2023-08-06
467658,10019,F600,14,41.57,2023-09-16
771553,10201,F600,15,38.29,2023-02-25
734122,10155,E500,15,48.4,2023-12-23
105901,10047,E500,14,57.99,2023-01-24
429588,10117,B200,1,134.41,2023-02-21
889852,10223,G700,14,27.99,2023-07-14
929365,10075,B200,12,38.26,2023-02-10
131598,10153,B200,1,70.42,2023-08-11
238925,10175,G700,10,43.36,2023-03-20
931156,10069,C300,5,51.16,2023-06-24
240905,10164,C300,13,2.03,2023-01-16
340016,10244,F600,8,90.31,2023-04-09
768406,10165,G700,12,123.61,2023-12-19
452228,10239,B200,3,39.73,2023-06-25
278274,10108,B200,9,125.65,2023-03-14
985733,10232,D400,12,37.27,2023-11-04
450040,10079,G700,3,75.09,2023-02-12
163936,10165,C300,16,32.47,2023-08-28
319930,10106,G700,11,121.1,2023-03-20
415172,10056,B200,3,57.82,2023-08-05
165953,10182,G700,6,30.21,2023-09-16
489678,10248,C300,18,7.15,2023-04-15
574112,10200,B200,12,26.59,2023-06-25
370784,10186,E500,9,88.29,2023-09-11
515466,10074,B200,5,64.49,2023-09-20
948692,10056,B200,15,47.72,2023-03-17
423064,10202,E500,8,42.22,2023-12-02
714805,10073,E500,9,78.55,2023-11-10
334213,10050,D400,16,100.92,2023-06-04
907364,10090,C300,11,128.54,2023-08-09
138635,10190,A100,2,97.83,2023-06-23
315558,10249,G700,6,65.01,2023-11-03
122031,10199,E500,15,140.35,2023-01-06
915673,10158,C300,13,97.64,2023-04-16
880721,10121,F600,6,14.55,2023-06-27
223777,10163,F600,9,128.29,2023-02-02
612177,10007,G700,13,41.04,2023-08-30
730752,10054,E500,1,124.01,2023-11-09
554418,10048,E500,7,5.16,2023-05-27
139711,10107,B200,7,48.9,2023-03-03
623156,10160,G700,14,53.16,2023-06-29
516885,10125,E500,1,63.04,2023-03-07
281360,10003,D400,15,68.98,2023-09-23
377785,10094,D400,18,38.13,2023-04-06
292029,10209,B200,1,120.59,2023-10-19
696543,10092,F600,19,36.99,2023-10-19
373146,10178,G700,7,44.81,2023-02-14
975352,10042,E500,5,108.44,2023-08-08
196426,10199,C300,12,22.17,2023-01-06
243026,10218,E500,17,43.58,2023-01-17
631885,10147,C300,4,22.95,2023-04-03
340773,10184,E500,4,66.0,2023-05-16
301579,10224,E500,1,75.22,2023-05-26
689872,10113,A100,5,137.1,2023-03-26
852254,10182,D400,4,24.04,2023-03-10
573254,10193,A100,11,135.67,2023-08-16
685236,10178,B200,4,44.19,2023-12-14
294824,10159,B200,9,104.25,2023-02-28
319128,10106,G700,5,33.21,2023-01-11
867950,10214,A100,13,100.31,2023-12-08
622710,10018,C300,11,111.01,2023-09-03
969953,10243,G700,19,148.02,2023-09-20
789245,10224,D400,6,56.68,2023-01-18
674488,10238,C300,1,103.75,2023-10-21
767542,10119,E500,3,85.18,2023-02-05
182203,10147,B200,16,64.46,2023-11-30
656066,10133,B200,14,65.74,2023-10-29
708814,10154,A100,10,4.42,2023-11-30
446479,10039,G700,14,43.75,2023-05-10
464778,10081,D400,7,39.26,2023-05-06
540847,10198,D400,15,89.54,2023-09-14
599512,10014,G700,16,72.04,2023-07-09
186672,10167,B200,12,76.12,2023-08-08
955126,10076,C300,11,137.16,2023-10-23
987516,10003,C300,17,103.02,2023-07-18
587025,10222,F600,15,16.36,2023-03-21
319707,10152,D400,19,85.79,2023-02-01
996030,10017,E500,3,148.85,2023-03-18
650929,10014,G700,7,14.76,2023-06-04
597660,10200,D400,18,40.42,2023-12-20
108155,10122,G700,17,46.83,2023-08-21
989302,10022,D400,1,88.54,2023-07-08
666956,10191,A100,4,107.81,2023-03-31
661446,10009,E500,18,13.63,2023-07-25
349836,10023,A100,11,126.67,2023-03-01
979611,10068,G700,15,57.09,2023-01-25
281211,10079,A100,18,141.8,2023-07-02
182844,10082,D400,5,36.28,2023-03-04
385521,10145,A100,2,62.42,2023-10-16
798476,10153,F600,13,98.0,2023-06-01
731827,10096,E500,17,62.39,2023-09-24
697190,10033,G700,15,81.45,2023-06-10
982174,10213,C300,2,55.68,2023-02-20
848943,10129,C300,9,106.6,2023-01-18
583442,10139,E500,7,75.06,2023-10-05
978338,10089,E500,19,64.34,2023-09-13
411442,10161,E500,8,96.08,2023-03-27
456742,10019,C300,5,5.72,2023-04-04
219735,10179,C300,14,36.73,2023-05-24
930222,10165,B200,17,7.92,2023-10-09
364512,10157,D400,6,89.07,2023-04-06
430511,10050,A100,3,123.85,2023-01-03
438144,10015,B200,10,77.61,2023-03-27
897388,10130,E500,16,120.56,2023-02-06
903585,10080,A100,15,43.71,2023-10-13
547603,10100,B200,12,86.41,2023-11-27
633636,10087,A100,3,99.21,2023-03-01
729720,10182,C300,18,36.4,2023-11-18
153634,10226,F600,12,119.99,2023-08-01
265289,10161,D400,16,107.98,2023-09-21
334864,10237,C300,9,12.73,2023-04-06
197406,10225,D400,2,11.12,2023-10-07
182289,10168,A100,6,122.9,2023-07-24
211426,10148,F600,5,131.03,2023-09-13
281517,10122,D400,19,70.54,2023-11-07
596013,10053,D400,12,18.14,2023-07-09
642387,10219,G700,17,117.34,2023-12-27
839667,10203,G700,13,94.21,2023-03-13
533816,10104,A100,14,20.86,2023-09-14
226209,10203,C300,5,67.24,2023-12-11
560494,10189,D400,3,106.83,2023-08-02
510184,10145,G700,9,24.0,2023-07-20
939141,10186,F600,10,122.58,2023-04-05
668302,10091,G700,7,142.2,2023-01-15
596915,10215,G700,16,73.7,2023-01-23
506332,10184,B200,17,80.92,2023-11-18
774932,10186,D400,11,82.62,2023-05-23
988916,10079,A100,2,74.81,2023-01-19
232717,10076,E500,19,96.26,2023-06-15
278267,10150,E500,9,49.56,2023-06-05
351995,10180,D400,2,95.19,2023-01-22
442196,10105,B200,11,18.64,2023-12-31
142828,10070,B200,7,14.48,2023-07-28
711533,10132,C300,18,11.9,2023-12-09
135954,10101,F600,19,106.18,2023-12-28
824750,10069,B200,16,69.98,2023-10-10
511012,10053,G700,6,112.7,2023-03-08
688579,10035,E500,14,10.04,2023-03-22
832176,10071,B200,19,16.76,2023-05-29
954741,10089,E500,17,47.96,2023-11-13
309329,10009,E500,19,59.25,2023-04-29
552558,10119,E500,4,82.97,2023-05-09
214793,10185,D400,11,18.89,2023-04-16
254536,10182,E500,5,145.24,2023-06-26
643351,10124,A100,17,125.23,2023-05-23
351514,10114,A100,10,99.18,2023-06-01
641287,10191,G700,16,110.44,2023-04-03
625069,10090,D400,19,47.15,2023-01-01
811851,10211,C300,19,113.83,2023-09-25
841280,10203,D400,9,59.11,2023-12-26
368733,10064,D400,17,55.26,2023-10-04
947942,10065,C300,17,101.42,2023-09-28
424264,10090,B200,7,17.22,2023-12-19
563001,10094,E500,7,48.46,2023-07-23
168008,10137,B200,15,49.19,2023-07-22
701863,10018,F600,1,59.43,2023-11-15
465060,10236,C300,15,13.29,2023-08-18
512755,10113,B200,12,18.99,2023-06-22
429963,10218,E500,9,23.79,2023-12-25
590457,10006,E500,2,38.81,2023-02-15
814647,10141,B200,4,136.19,2023-11-12
537477,10213,G700,8,55.87,2023-06-22
752873,10230,F600,9,17.3,2023-08-31
743294,10243,G700,2,124.3,2023-03-14
623165,10010,F600,4,85.69,2023-04-27
712242,10055,A100,16,61.07,2023-04-15
974391,10037,B200,7,39.77,2023-12-27
653949,10208,E500,5,48.09,2023-09-02
441701,10218,F600,5,90.18,2023-03-01
178209,10029,G700,14,74.15,2023-02-16
127798,10188,C300,16,95.32,2023-03-09
764076,10022,B200,16,121.91,2023-01-31
368294,10176,C300,13,104.63,2023-01-22
584672,10149,E500,5,109.08,2023-10-15
192578,10067,D400,2,121.68,2023-01-09
739548,10073,E500,6,36.27,2023-04-05
975931,10067,F600,2,135.83,2023-07-26
779574,10217,F600,1,142.82,2023-09-08
658963,10197,C300,9,30.24,2023-07-02
125739,10094,E500,9,32.59,2023-12-06
105039,10020,G700,9,87.13,2023-12-08
201520,10166,D400,18,58.98,2023-10-05
972565,10057,F600,17,39.5,2023-07-05
924143,10214,G700,15,56.86,2023-06-07
792440,10041,C300,2,127.91,2023-05-02
971448,10134,G700,19,120.48,2023-05-31
121341,10039,D400,4,102.21,2023-03-10
869097,10159,C300,16,71.0,2023-01-13
767521,10058,G700,1,24.77,2023-09-24
336281,10157,G700,3,20.02,2023-09-02
408877,10160,D400,4,98.23,2023-05-29
168803,10050,D400,14,147.03,2023-07-27
752192,10215,A100,14,108.16,2023-10-23
670559,10030,E500,5,81.42,2023-07-03
953695,10238,D400,7,93.04,2023-03-02
145232,10182,B200,12,85.05,2023-01-05
611411,10156,E500,17,2.13,2023-05-08
650841,10180,C300,10,114.0,2023-08-26
769927,10140,B200,10,82.71,2023-02-15
622070,10206,F600,12,48.29,2023-05-11
822030,10033,A100,2,32.27,2023-03-17
161844,10244,C300,4,94.89,2023-09-20
561693,10009,B200,3,48.23,2023-06-02
523240,10024,F600,3,141.6,2023-06-04
599137,10128,A100,7,142.07,2023-02-16
434199,10046,G700,5,106.33,2023-02-09
138304,10083,F600,2,118.96,2023-08-23
312781,10213,D400,7,107.71,2023-12-24
615249,10064,B200,11,72.67,2023-02-13
488590,10179,G700,3,17.99,2023-01-27
313286,10174,B200,13,14.9,2023-09-07
504427,10129,G700,1,25.22,2023-07-23
136035,10234,G700,11,50.09,2023-03-07
430814,10162,B200,2,33.3,2023-07-10
985050,10120,E500,12,106.17,2023-07-09
221118,10019,D400,11,85.61,2023-06-24
216656,10106,E500,9,32.62,2023-06-28
318547,10072,A100,3,102.72,2023-01-27
708269,10077,A100,2,19.02,2023-06-22
647026,10072,B200,14,57.66,2023-10-29
494145,10000,F600,8,100.67,2023-02-08
895543,10089,D400,4,3.51,2023-10-08
795416,10106,C300,9,140.19,2023-09-22
244355,10220,B200,16,5.08,2023-10-21
538458,10136,D400,11,146.68,2023-02-04
159182,10015,B200,8,54.79,2023-05-19
570452,10129,F600,3,128.28,2023-01-28
893567,10203,D400,4,107.01,2023-12-20
586675,10223,G700,9,38.91,2023-08-02
678328,10150,B200,12,93.83,2023-12-26
665609,10232,G700,17,26.42,2023-07-09
902720,10162,F600,1,42.45,2023-07-08
421333,10212,B200,10,31.37,2023-05-29
952969,10077,A100,8,134.4,2023-09-08
594592,10215,B200,11,30.43,2023-04-16
124354,10108,F600,5,149.08,2023-10-12
236109,10087,A100,16,98.36,2023-01-07
672744,10016,A100,11,20.43,2023-05-20
345984,10214,F600,6,80.58,2023-05-07
202421,10205,G700,17,14.33,2023-04-16
313920,10131,F600,1,80.94,2023-08-26
134707,10228,F600,10,62.22,2023-02-26
575738,10132,B200,11,8.62,2023-08-23
670217,10215,B200,19,80.16,2023-10-11
707167,10169,A100,4,31.71,2023-03-10
223618,10160,D400,3,116.13,2023-08-05
161063,10202,G700,2,52.3,2023-04-30
734947,10181,A100,18,53.66,2023-09-24
211715,10092,B200,18,129.23,2023-09-12
226479,10242,A100,5,22.69,2023-02-23
803022,10015,F600,1,103.47,2023-10-08
233767,10105,D400,2,18.46,2023-07-14
511357,10098,C300,4,141.94,2023-12-09
744795,10139,E500,8,49.16,2023-04-15
205072,10248,E500,3,61.7,2023-09-10
644026,10150,C300,5,90.85,2023-06-14
741857,10149,A100,9,34.17,2023-09-26
596965,10023,D400,13,95.41,2023-07-28
564374,10113,F600,5,138.32,2023-05-06
433245,10067,F600,14,145.35,2023-03-01
525037,10112,A100,2,38.54,2023-03-21
419248,10209,D400,9,2.94,2023-08-02
641220,10015,B200,3,53.79,2023-04-13
824045,10095,F600,1,26.45,2023-01-20
708746,10047,A100,15,137.24,2023-08-15
136160,10002,F600,16,127.42,2023-06-08
378466,10110,G700,14,24.97,2023-12-07
470321,10034,C300,5,59.02,2023-01-10
186694,10173,A100,9,76.9,2023-10-27
678432,10112,F600,15,113.39,2023-04-22
574718,10175,A100,19,73.63,2023-11-06
805290,10239,B200,3,78.1,2023-05-01
775573,10179,E500,2,108.53,2023-07-29
861985,10072,G700,12,125.76,2023-01-29
114390,10110,B200,4,120.61,2023-05-24
803305,10064,A100,17,48.66,2023-08-09
938530,10209,C300,1,102.63,2023-03-05
717895,10117,B200,9,98.82,2023-10-02
768755,10248,E500,8,130.99,2023-05-18
122601,10018,B200,8,22.54,2023-01-04
670303,10138,F600,17,38.22,2023-09-24
992017,10140,C300,5,116.65,2023-12-20
389220,10183,D400,18,40.32,2023-09-21
629882,10181,C300,6,101.3,2023-12-14
132101,10086,E500,9,21.55,2023-08-27
354957,10051,F600,14,55.33,2023-05-26
351351,10087,B200,8,28.45,2023-02-22
133896,10161,B200,5,19.91,2023-02-10
487773,10164,E500,15,51.32,2023-08-29
373349,10208,A100,15,16.52,2023-09-24
111303,10200,E500,1,110.27,2023-10-26
546438,10197,F600,18,23.73,2023-01-25
591024,10007,B200,3,83.58,2023-11-24
244990,10119,B200,13,95.63,2023-12-31
807280,10215,E500,4,31.12,2023-02-08
897583,10067,F600,4,91.0,2023-06-11
126572,10161,D400,16,99.56,2023-10-18
175403,10179,B200,2,135.58,2023-04-02
954568,10002,E500,12,34.22,2023-03-08
843088,10121,D400,8,6.21,2023-02-25
684718,10165,G700,17,87.51,2023-08-12
784050,10249,B200,18,58.73,2023-11-14
216739,10010,G700,4,77.7,2023-07-01
369637,10174,A100,10,35.89,2023-12-07
184896,10197,G700,16,121.57,2023-12-12
143162,10213,C300,2,62.93,2023-12-23
756521,10154,A100,3,78.63,2023-03-12
541416,10119,D400,8,8.16,2023-05-15
218581,10060,B200,16,105.9,2023-08-25
413295,10235,F600,7,35.45,2023-12-26
754801,10205,E500,3,132.67,2023-04-02
209162,10148,D400,6,100.1,2023-05-06
985421,10000,G700,5,20.47,2023-11-09
488349,10195,A100,13,71.74,2023-10-26
961789,10116,F600,14,71.45,2023-11-06
965404,10064,G700,16,74.19,2023-02-05
492118,10219,C300,9,4.95,2023-08-20
132097,10032,D400,7,134.13,2023-09-15
729507,10152,C300,3,22.21,2023-09-08
765727,10223,B200,2,143.01,2023-09-03
735873,10079,C300,5,42.78,2023-08-19
934354,10236,C300,10,85.27,2023-12-02
432066,10015,D400,10,18.28,2023-02-08
365956,10124,A100,3,110.21,2023-11-14
216214,10052,C300,2,92.88,2023-05-27
610874,10060,D400,15,52.26,2023-10-20
805191,10072,G700,10,113.03,2023-05-20
597873,10052,D400,2,97.75,2023-08-02
393946,10039,D400,6,106.61,2023-02-09
644344,10080,G700,12,132.83,2023-06-27
950341,10032,B200,2,104.03,2023-06-13
752694,10132,C300,14,81.27,2023-06-21
475572,10037,B200,1,146.6,2023-03-21
952050,10200,C300,11,148.76,2023-10-07
625825,10075,G700,13,99.24,2023-01-02
631831,10203,D400,19,92.45,2023-02-12
616595,10130,D400,14,14.33,2023-04-22
623225,10049,C300,2,117.77,2023-09-05
928416,10127,F600,4,92.89,2023-10-30
721820,10089,D400,11,44.19,2023-01-05
324866,10232,G700,17,88.44,2023-09-18
285340,10025,D400,19,113.73,2023-02-21
213776,10195,A100,4,75.51,2023-09-19
186155,10108,E500,11,47.19,2023-04-08
988736,10070,G700,1,11.97,2023-09-10
548345,10199,E500,7,113.32,2023-08-12
636785,10096,F600,10,9.0,2023-08-14
811323,10026,D400,4,140.72,2023-11-07
726787,10171,G700,19,114.24,2023-08-18
204555,10218,G700,17,51.31,2023-06-01
187178,10139,G700,7,12.54,2023-01-20
528556,10203,F600,5,132.47,2023-05-16
328506,10039,E500,11,10.12,2023-02-23
661353,10071,B200,2,84.79,2023-07-08
735274,10163,E500,7,71.45,2023-08-31
177527,10243,B200,8,5.79,2023-04-30
257255,10026,F600,14,148.45,2023-12-04
577793,10135,D400,9,140.51,2023-02-23
620547,10131,C300,9,73.8,2023-02-08
479551,10088,C300,12,110.02,2023-01-15
474710,10170,F600,1,98.56,2023-01-13
887715,10029,B200,14,78.21,2023-12-12
563389,10005,D400,19,15.05,2023-01-30
998035,10005,D400,18,72.22,2023-02-01
971522,10067,C300,10,45.8,2023-10-11
747418,10012,B200,8,31.65,2023-05-21
519065,10014,D400,16,110.56,2023-08-24
856097,10093,E500,7,59.19,2023-07-22
570435,10020,E500,8,123.49,2023-11-12
863978,10069,F600,10,45.32,2023-04-16
922564,10220,D400,19,84.8,2023-05-17
527530,10235,B200,1,86.56,2023-04-18
415261,10038,F600,4,26.32,2023-04-26
448951,10076,D400,18,101.19,2023-11-20
521486,10060,G700,11,2.48,2023-07-13
900607,10004,D400,5,101.07,2023-08-27
897157,10050,B200,6,21.13,2023-06-19
454835,10080,B200,16,22.96,2023-05-12
920217,10102,F600,9,128.75,2023-09-25
849211,10061,B200,5,140.21,2023-01-31
805660,10016,E500,11,102.52,2023-04-15
241521,10123,F600,8,54.5,2023-12-29
379922,10238,G700,17,8.09,2023-06-29
989497,10063,C300,8,128.28,2023-03-16
167155,10123,G700,8,125.17,2023-04-08
124538,10165,B200,15,35.25,2023-10-25
867610,10029,E500,9,146.41,2023-08-22
514568,10199,A100,7,47.24,2023-03-10
551610,10067,A100,14,102.48,2023-12-02
427069,10107,F600,13,40.6,2023-08-08
616142,10121,D400,18,64.31,2023-09-22
110749,10211,C300,4,62.36,2023-03-09
318969,10246,E500,2,101.72,2023-04-21
272257,10127,A100,9,73.15,2023-06-09
910904,10146,G700,16,123.53,2023-04-29
556956,10031,D400,16,17.31,2023-10-28
315705,10167,B200,7,93.22,2023-09-21
242980,10216,C300,9,92.99,2023-03-30
872577,10024,C300,10,147.01,2023-03-17
652959,10146,D400,16,143.04,2023-01-27
821041,10123,A100,7,76.95,2023-12-14
583761,10247,E500,6,27.64,2023-06-22
189353,10242,C300,16,88.56,2023-11-07
520162,10105,A100,11,64.66,2023-03-22
808024,10196,D400,4,5.99,2023-11-24
125517,10132,D400,15,61.29,2023-03-18
902514,10183,F600,12,100.07,2023-12-03
203533,10187,A100,14,14.17,2023-05-20
756030,10176,F600,10,13.69,2023-04-24
513867,10104,C300,12,6.08,2023-08-01
573048,10047,F600,7,67.35,2023-07-14
724455,10153,B200,2,18.79,2023-08-17
624213,10100,A100,2,80.9,2023-09-11
241564,10214,F600,6,118.25,2023-08-30
290167,10225,E500,3,44.86,2023-01-16
484370,10015,F600,6,82.95,2023-12-27
256951,10070,A100,8,5.62,2023-06-01
748307,10231,F600,14,85.1,2023-02-20
859746,10144,C300,13,55.59,2023-04-11
679879,10082,F600,19,93.13,2023-01-24
682943,10145,D400,7,40.08,2023-02-06
417650,10052,E500,2,3.92,2023-12-23
955342,10248,D400,9,36.64,2023-04-16
125525,10109,G700,19,19.97,2023-12-24
118990,10058,D400,18,34.18,2023-08-13
682111,10053,D400,1,55.14,2023-11-26
944464,10012,E500,3,1.65,2023-10-06
529276,10224,E500,15,16.92,2023-09-04
510281,10043,A100,8,118.51,2023-01-09
142598,10004,D400,9,100.67,2023-05-16
877635,10183,A100,4,85.43,2023-05-15
248178,10179,E500,3,73.51,2023-08-21
620498,10066,A100,12,63.47,2023-11-27
830880,10153,D400,16,80.25,2023-12-25
496103,10189,F600,5,13.36,2023-07-21
464359,10223,A100,3,10.71,2023-11-06
712121,10230,F600,1,19.57,2023-08-17
619493,10059,F600,16,1.96,2023-10-15
774943,10249,F600,8,116.79,2023-03-27
972882,10014,G700,14,101.52,2023-04-17
428634,10115,C300,3,84.17,2023-12-31
183123,10179,B200,1,34.33,2023-04-26
463898,10226,A100,19,95.55,2023-04-03
318168,10145,A100,9,4.0,2023-02-25
236554,10017,B200,18,122.62,2023-01-31
330780,10007,E500,11,140.31,2023-04-28
438089,10006,F600,17,134.72,2023-10-05
113731,10011,A100,7,42.05,2023-09-07
477816,10017,E500,16,46.87,2023-01-15
644279,10141,D400,2,108.24,2023-04-02
813806,10042,A100,13,33.96,2023-06-07
639570,10027,B200,10,99.97,2023-04-14
122692,10004,A100,5,6.05,2023-07-06
962312,10005,G700,19,77.96,2023-02-20
820602,10106,E500,2,122.14,2023-12-13
605200,10225,D400,17,106.16,2023-01-25
980354,10249,F600,4,75.57,2023-08-23
867674,10022,G700,15,11.44,2023-05-09
735329,10062,B200,16,115.6,2023-06-19
861282,10068,F600,14,124.34,2023-06-05
419348,10122,F600,2,76.79,2023-04-09
731525,10082,C300,9,76.08,2023-07-02
505237,10142,G700,5,132.35,2023-04-24
204537,10196,D400,10,18.09,2023-05-01
564894,10007,B200,12,145.44,2023-03-06
143764,10150,G700,8,95.43,2023-01-22
144900,10047,E500,3,63.26,2023-07-29
551978,10132,B200,13,132.32,2023-09-15
732500,10133,E500,15,21.16,2023-01-27
283321,10100,E500,10,77.12,2023-06-16
930326,10177,D400,8,109.18,2023-06-20
473192,10222,B200,19,111.7,2023-11-05
434071,10197,E500,13,2.99,2023-12-10
518641,10238,G700,11,74.51,2023-04-27
216492,10077,C300,3,10.94,2023-02-03
847642,10238,F600,9,10.5,2023-12-24
812509,10180,A100,5,33.28,2023-09-05
911527,10067,G700,9,49.74,2023-01-19
761334,10063,G700,16,36.78,2023-10-18
903147,10193,G700,13,131.57,2023-08-20
636437,10155,A100,17,41.99,2023-07-16
767614,10030,A100,8,55.63,2023-07-25
573656,10063,A100,16,31.83,2023-03-03
728889,10000,F600,8,75.8,2023-02-25
663586,10167,B200,17,90.62,2023-12-15
901625,10054,D400,12,52.48,2023-12-27
835010,10244,F600,16,74.68,2023-06-03
627741,10131,A100,13,100.24,2023-06-23
347572,10203,A100,9,28.29,2023-05-09
808175,10061,D400,8,94.03,2023-02-06
106464,10211,A100,9,138.48,2023-12-29
436907,10113,E500,2,121.22,2023-09-01
405073,10161,D400,6,64.1,2023-11-24
251738,10176,F600,3,148.43,2023-11-18
443615,10063,D400,13,114.44,2023-11-11
960335,10162,B200,9,30.86,2023-10-23
629525,10002,C300,5,14.98,2023-03-08
728864,10112,F600,5,35.1,2023-02-23
631147,10066,C300,16,28.04,2023-02-16
164200,10219,A100,19,75.29,2023-01-11
203355,10043,B200,11,136.11,2023-12-20
313606,10106,G700,16,19.81,2023-03-11
715937,10043,E500,11,133.3,2023-06-18
332549,10051,B200,9,106.92,2023-09-24
944193,10029,E500,5,112.83,2023-03-16
923346,10106,D400,4,44.18,2023-06-28
196646,10144,F600,1,32.41,2023-12-05
564462,10051,G700,17,2.64,2023-01-07
705108,10099,B200,15,103.04,2023-02-13
801160,10080,D400,10,99.51,2023-05-03
755244,10039,G700,15,4.21,2023-02-24
712246,10069,F600,12,52.11,2023-04-28
863638,10044,D400,6,49.46,2023-03-10
964008,10241,D400,13,129.84,2023-07-29
308124,10202,D400,9,75.42,2023-07-14
788105,10240,G700,3,47.71,2023-04-25
121281,10110,F600,15,12.11,2023-10-17
114743,10123,E500,8,65.18,2023-07-09
687421,10197,G700,12,15.25,2023-09-14
640677,10158,F600,4,119.87,2023-05-01
791252,10087,G700,3,80.66,2023-02-07
357681,10197,C300,11,136.22,2023-04-11
195419,10248,C300,4,101.17,2023-08-11
648912,10092,B200,3,111.36,2023-04-08
235639,10101,E500,9,2.89,2023-06-14
416205,10223,G700,14,33.5,2023-04-05
468760,10130,A100,2,67.18,2023-01-02
785328,10229,G700,6,73.45,2023-09-21
293510,10181,F600,14,124.87,2023-06-24
155350,10016,D400,14,61.18,2023-10-04
465871,10068,E500,13,45.34,2023-10-22
526650,10179,B200,3,58.33,2023-06-24
265140,10014,C300,13,56.81,2023-10-29
654394,10097,A100,16,10.5,2023-07-04
735567,10010,C300,8,108.16,2023-11-29
608041,10238,E500,15,95.43,2023-12-23
286321,10121,E500,4,23.18,2023-01-19
787016,10245,D400,7,96.52,2023-12-09
869884,10185,C300,16,129.93,2023-08-14
306846,10121,F600,19,122.83,2023-07-20
851393,10111,F600,9,133.75,2023-12-01
765673,10048,G700,17,94.38,2023-11-26
108308,10031,F600,12,17.59,2023-09-27
974340,10173,F600,11,34.67,2023-10-12
140542,10131,A100,10,92.38,2023-09-23
576055,10105,F600,17,90.73,2023-10-08
456902,10245,E500,6,119.1,2023-12-11
914468,10141,A100,3,74.35,2023-04-17
877499,10153,A100,1,11.82,2023-06-23
735956,10006,B200,12,23.58,2023-01-01
